order_id,customer_id,product_id,store_id,order_date,quantity,unit_price
ORD-000042,CUST-00255,PROD-0050,STORE-007,2025-02-25,8,74.38
ORD-000043,CUST-00286,PROD-0119,STORE-008,2025-04-04,2,224.34
ORD-000044,CUST-00101,PROD-0013,STORE-021,2025-10-09,1,484.64
ORD-000045,CUST-00171,PROD-0105,STORE-016,2025-05-02,8,110.79
ORD-000046,CUST-00061,PROD-0043,STORE-013,2025-07-25,1,492.72
ORD-000047,CUST-00466,PROD-0074,STORE-014,2025-05-16,8,81.61
ORD-000048,CUST-00223,PROD-0248,STORE-002,2025-06-01,1,375.24
ORD-000049,CUST-00052,PROD-0150,STORE-016,2025-01-30,3,33.15
ORD-000050,CUST-00083,PROD-0218,STORE-006,2025-09-18,2,299.53
ORD-000051,CUST-00241,PROD-0104,STORE-004,2025-12-12,4,291.55
ORD-000052,CUST-00635,PROD-0021,STORE-014,2025-01-21,6,467.67
ORD-000053,CUST-00686,PROD-0184,STORE-011,2025-04-15,4,136.47
ORD-000054,CUST-00688,PROD-0166,STORE-010,2025-03-09,8,161.5
ORD-000055,CUST-00010,PROD-0118,STORE-020,2025-02-07,2,41.25
ORD-000056,CUST-00519,PROD-0068,STORE-005,2025-04-20,6,441.02
ORD-000057,CUST-00379,PROD-0073,STORE-006,2025-05-06,8,417.69
ORD-000058,CUST-00310,PROD-0157,STORE-021,2025-12-27,1,335.58
ORD-000059,CUST-00307,PROD-0239,STORE-022,2025-10-11,2,469.76
ORD-000060,CUST-00271,PROD-0030,STORE-004,2025-03-10,3,139.8
ORD-000061,CUST-00216,PROD-0184,STORE-011,2025-11-06,4,345.3
ORD-000062,CUST-00518,PROD-0126,STORE-009,2025-05-16,1,50.68
ORD-000063,CUST-00284,PROD-0012,STORE-001,2025-08-05,6,386.69
ORD-000064,CUST-00269,PROD-0042,STORE-024,2025-11-23,8,278.07
ORD-000065,CUST-00575,PROD-0003,STORE-004,2025-08-07,2,472.79
ORD-000066,CUST-00153,PROD-0140,STORE-002,2025-12-20,6,293.33
ORD-000067,CUST-00441,PROD-0033,STORE-002,2025-03-17,5,185.49
ORD-000068,CUST-00367,PROD-0054,STORE-022,2025-01-21,4,335.12
ORD-000069,CUST-00574,PROD-0227,STORE-014,2025-07-01,3,463.24
ORD-000070,CUST-00167,PROD-0250,STORE-006,2025-05-02,7,17.26
ORD-000071,CUST-00422,PROD-0206,STORE-022,2025-06-20,4,137.06
ORD-000072,CUST-00111,PROD-0098,STORE-002,2025-12-26,8,115.09
ORD-000073,CUST-00359,PROD-0079,STORE-008,2025-08-24,4,16.7
ORD-000074,CUST-00409,PROD-0085,STORE-009,2025-04-09,2,483.6
ORD-000075,CUST-00360,PROD-0165,STORE-017,2025-05-23,7,341.35
ORD-000076,CUST-00340,PROD-0241,STORE-001,2025-10-02,2,439.12
ORD-000077,CUST-00183,PROD-0149,STORE-009,2025-05-14,1,58.65
ORD-000078,CUST-00354,PROD-0187,STORE-011,2025-08-11,7,305.06
ORD-000079,CUST-00119,PROD-0099,STORE-019,2025-09-19,4,131.08
ORD-000080,CUST-00447,PROD-0001,STORE-017,2025-12-29,4,185.28
ORD-000081,CUST-00681,PROD-0236,STORE-011,2025-02-05,6,333.37
ORD-000082,CUST-00738,PROD-0231,STORE-010,2025-03-05,5,335.1
ORD-000083,CUST-00413,PROD-0179,STORE-010,2025-06-17,3,99.95
ORD-000084,CUST-00389,PROD-0174,STORE-024,2025-12-07,3,309.67
ORD-000085,CUST-00416,PROD-0141,STORE-001,2025-06-04,5,147.01
ORD-000086,CUST-00594,PROD-0156,STORE-021,2025-08-09,6,235.16
ORD-000087,CUST-00692,PROD-0055,STORE-017,2025-08-15,8,397.89
ORD-000088,CUST-00675,PROD-0022,STORE-010,2025-03-28,6,51.22
ORD-000089,CUST-00689,PROD-0080,STORE-008,2025-05-01,4,77.93
ORD-000090,CUST-00251,PROD-0122,STORE-020,2025-01-24,2,230.42
ORD-000091,CUST-00590,PROD-0050,STORE-023,2025-11-19,7,249.71
ORD-000092,CUST-00152,PROD-0168,STORE-023,2025-05-05,1,446.86
ORD-000093,CUST-00436,PROD-0057,STORE-006,2025-02-24,8,29.85
ORD-000094,CUST-00125,PROD-0117,STORE-005,2025-05-08,8,335.44
ORD-000095,CUST-00610,PROD-0082,STORE-025,2025-10-14,8,308.25
ORD-000096,CUST-00437,PROD-0213,STORE-018,2025-09-16,8,449.11
ORD-000097,CUST-00461,PROD-0067,STORE-025,2025-09-01,4,420.72
ORD-000098,CUST-00534,PROD-0125,STORE-021,2025-05-22,4,140.92
ORD-000099,CUST-00731,PROD-0074,STORE-008,2025-02-09,5,171.23
ORD-000100,CUST-00083,PROD-0036,STORE-005,2025-10-04,4,194.59
ORD-000101,CUST-00724,PROD-0055,STORE-003,2025-03-20,7,206.75
ORD-000102,CUST-00478,PROD-0107,STORE-002,2025-10-05,4,417.27
ORD-000103,CUST-00599,PROD-0243,STORE-023,2025-07-19,1,429.07
ORD-000104,CUST-00390,PROD-0123,STORE-001,2025-10-22,6,152.8
ORD-000105,CUST-00430,PROD-0138,STORE-024,2025-07-19,4,246.66
ORD-000106,CUST-00447,PROD-0125,STORE-001,2025-05-20,7,171.37
ORD-000107,CUST-00415,PROD-0186,STORE-006,2025-12-14,8,460.16
ORD-000108,CUST-00547,PROD-0007,STORE-013,2025-11-15,1,46.54
ORD-000109,CUST-00139,PROD-0222,STORE-015,2025-08-08,3,29.88
ORD-000110,CUST-00336,PROD-0055,STORE-015,2025-07-14,6,172.05
ORD-000111,CUST-00285,PROD-0193,STORE-014,2025-07-14,5,418.27
ORD-000112,CUST-00020,PROD-0192,STORE-018,2025-08-29,1,499.94
ORD-000113,CUST-00230,PROD-0167,STORE-003,2025-06-29,1,378.34
ORD-000114,CUST-00205,PROD-0215,STORE-001,2025-05-07,3,123.07
ORD-000115,CUST-00686,PROD-0030,STORE-019,2025-08-31,4,235.18
ORD-000116,CUST-00378,PROD-0043,STORE-020,2025-05-12,2,390.0
ORD-000117,CUST-00319,PROD-0028,STORE-019,2025-03-25,1,464.79
ORD-000118,CUST-00694,PROD-0233,STORE-013,2025-10-22,7,471.02
ORD-000119,CUST-00078,PROD-0152,STORE-023,2025-04-12,4,55.43
ORD-000120,CUST-00701,PROD-0154,STORE-004,2025-06-04,1,176.86
ORD-000121,CUST-00678,PROD-0095,STORE-003,2025-08-08,6,11.25
ORD-000122,CUST-00502,PROD-0028,STORE-014,2025-08-04,6,319.6
ORD-000123,CUST-00725,PROD-0040,STORE-014,2025-08-24,3,368.22
ORD-000124,CUST-00277,PROD-0158,STORE-018,2025-11-30,8,235.1
ORD-000125,CUST-00275,PROD-0083,STORE-008,2025-10-31,2,143.06
ORD-000126,CUST-00250,PROD-0193,STORE-015,2025-08-19,7,171.51
ORD-000127,CUST-00333,PROD-0047,STORE-016,2025-09-11,4,180.63
ORD-000128,CUST-00349,PROD-0072,STORE-020,2025-05-13,5,280.11
ORD-000129,CUST-00196,PROD-0022,STORE-008,2025-09-22,7,246.84
ORD-000130,CUST-00708,PROD-0122,STORE-021,2025-05-04,8,226.84
ORD-000131,CUST-00096,PROD-0076,STORE-008,2025-01-09,7,347.42
ORD-000132,CUST-00680,PROD-0149,STORE-012,2025-06-06,8,278.96
ORD-000133,CUST-00436,PROD-0191,STORE-018,2025-06-26,6,179.14
ORD-000134,CUST-00278,PROD-0079,STORE-009,2025-08-21,4,64.71
ORD-000135,CUST-00324,PROD-0031,STORE-024,2025-04-09,3,99.8
ORD-000136,CUST-00284,PROD-0186,STORE-019,2025-09-05,5,490.34
ORD-000137,CUST-00304,PROD-0059,STORE-012,2025-04-10,3,154.61
ORD-000138,CUST-00547,PROD-0033,STORE-009,2025-12-29,1,487.27
ORD-000139,CUST-00300,PROD-0179,STORE-005,2025-10-11,8,55.77
ORD-000140,CUST-00588,PROD-0073,STORE-016,2025-01-07,8,223.02
ORD-000141,CUST-00053,PROD-0065,STORE-016,2025-04-05,2,411.94
ORD-000142,CUST-00504,PROD-0019,STORE-019,2025-07-25,1,80.09
ORD-000143,CUST-00312,PROD-0022,STORE-008,2025-10-16,2,281.24
ORD-000144,CUST-00621,PROD-0153,STORE-020,2025-08-02,4,388.96
ORD-000145,CUST-00462,PROD-0233,STORE-015,2025-07-14,5,430.77
ORD-000146,CUST-00313,PROD-0146,STORE-020,2025-08-08,1,306.76
ORD-000147,CUST-00213,PROD-0161,STORE-007,2025-02-20,5,331.9
ORD-000148,CUST-00246,PROD-0045,STORE-018,2025-03-22,2,82.47
ORD-000149,CUST-00462,PROD-0177,STORE-020,2025-07-29,8,149.16
ORD-000150,CUST-00296,PROD-0181,STORE-010,2025-04-29,8,40.22
ORD-000151,CUST-00271,PROD-0202,STORE-021,2025-04-30,4,215.43
ORD-000152,CUST-00231,PROD-0166,STORE-005,2025-10-06,5,414.17
ORD-000153,CUST-00062,PROD-0043,STORE-010,2025-02-06,5,222.37
ORD-000154,CUST-00706,PROD-0078,STORE-023,2025-08-28,7,471.61
ORD-000155,CUST-00553,PROD-0127,STORE-015,2025-09-14,2,301.02
ORD-000156,CUST-00331,PROD-0155,STORE-009,2025-08-10,1,50.2
ORD-000157,CUST-00590,PROD-0151,STORE-001,2025-12-12,5,290.23
ORD-000158,CUST-00482,PROD-0133,STORE-021,2025-03-31,8,458.45
ORD-000159,CUST-00600,PROD-0112,STORE-021,2025-04-03,8,484.67
ORD-000160,CUST-00357,PROD-0105,STORE-011,2025-08-29,6,336.71
ORD-000161,CUST-00338,PROD-0106,STORE-023,2025-03-24,8,147.66
ORD-000162,CUST-00564,PROD-0010,STORE-015,2025-07-25,2,160.68
ORD-000163,CUST-00119,PROD-0249,STORE-025,2025-06-15,7,433.12
ORD-000164,CUST-00674,PROD-0223,STORE-018,2025-01-01,8,209.55
ORD-000165,CUST-00531,PROD-0093,STORE-020,2025-04-07,8,314.57
ORD-000166,CUST-00209,PROD-0069,STORE-018,2025-01-27,3,464.19
ORD-000167,CUST-00716,PROD-0125,STORE-004,2025-08-13,1,486.7
ORD-000168,CUST-00246,PROD-0182,STORE-006,2025-11-08,5,277.66
ORD-000169,CUST-00418,PROD-0024,STORE-008,2025-10-10,2,233.41
ORD-000170,CUST-00664,PROD-0214,STORE-005,2025-03-02,8,466.65
ORD-000171,CUST-00522,PROD-0181,STORE-009,2025-05-30,7,418.18
ORD-000172,CUST-00250,PROD-0117,STORE-018,2025-08-30,3,194.87
ORD-000173,CUST-00521,PROD-0192,STORE-005,2025-11-03,2,141.73
ORD-000174,CUST-00349,PROD-0240,STORE-017,2025-08-01,5,411.16
ORD-000175,CUST-00744,PROD-0077,STORE-019,2025-05-25,8,433.29
ORD-000176,CUST-00552,PROD-0124,STORE-012,2025-08-17,6,278.19
ORD-000177,CUST-00387,PROD-0117,STORE-011,2025-10-06,4,490.47
ORD-000178,CUST-00586,PROD-0099,STORE-008,2025-05-03,7,26.6
ORD-000179,CUST-00723,PROD-0234,STORE-013,2025-08-31,7,494.25
ORD-000180,CUST-00156,PROD-0127,STORE-002,2025-11-30,3,253.62
ORD-000181,CUST-00340,PROD-0223,STORE-004,2025-10-30,8,54.35
ORD-000182,CUST-00016,PROD-0185,STORE-005,2025-08-22,7,436.1
ORD-000183,CUST-00077,PROD-0121,STORE-009,2025-03-21,6,313.5
ORD-000184,CUST-00666,PROD-0021,STORE-011,2025-07-23,7,477.29
ORD-000185,CUST-00736,PROD-0228,STORE-025,2025-11-17,8,436.82
ORD-000186,CUST-00633,PROD-0018,STORE-008,2025-01-19,5,498.72
ORD-000187,CUST-00445,PROD-0026,STORE-025,2025-02-16,2,224.61
ORD-000188,CUST-00307,PROD-0232,STORE-001,2025-12-22,1,165.56
ORD-000189,CUST-00301,PROD-0092,STORE-012,2025-01-29,7,77.05
ORD-000190,CUST-00422,PROD-0145,STORE-022,2025-09-29,3,89.13
ORD-000191,CUST-00625,PROD-0223,STORE-013,2025-02-10,4,251.34
ORD-000192,CUST-00147,PROD-0060,STORE-015,2025-10-26,5,232.48
ORD-000193,CUST-00010,PROD-0231,STORE-015,2025-12-08,5,340.41
ORD-000194,CUST-00076,PROD-0114,STORE-012,2025-03-22,5,321.26
ORD-000195,CUST-00707,PROD-0065,STORE-015,2025-08-06,5,103.6
ORD-000196,CUST-00495,PROD-0028,STORE-008,2025-07-16,7,288.09
ORD-000197,CUST-00303,PROD-0180,STORE-010,2025-10-22,1,489.07
ORD-000198,CUST-00406,PROD-0071,STORE-001,2025-12-04,1,455.75
ORD-000199,CUST-00294,PROD-0199,STORE-008,2025-09-12,6,113.4
ORD-000200,CUST-00636,PROD-0065,STORE-022,2025-04-08,3,315.97
ORD-000201,CUST-00662,PROD-0011,STORE-010,2025-11-18,8,21.51
ORD-000202,CUST-00750,PROD-0034,STORE-003,2025-07-06,5,166.72
ORD-000203,CUST-00180,PROD-0052,STORE-005,2025-08-01,6,267.76
ORD-000204,CUST-00169,PROD-0066,STORE-016,2025-05-20,5,374.54
ORD-000205,CUST-00118,PROD-0120,STORE-003,2025-06-23,3,378.29
ORD-000206,CUST-00693,PROD-0186,STORE-022,2025-04-26,7,483.79
ORD-000207,CUST-00375,PROD-0024,STORE-013,2025-10-13,1,135.9
ORD-000208,CUST-00466,PROD-0095,STORE-022,2025-03-05,5,294.35
ORD-000209,CUST-00381,PROD-0028,STORE-022,2025-11-23,4,238.37
ORD-000210,CUST-00575,PROD-0084,STORE-020,2025-11-14,4,325.58
ORD-000211,CUST-00476,PROD-0233,STORE-023,2025-11-22,5,326.36
ORD-000212,CUST-00144,PROD-0012,STORE-002,2025-03-01,5,497.97
ORD-000213,CUST-00100,PROD-0061,STORE-018,2025-03-01,3,197.37
ORD-000214,CUST-00687,PROD-0244,STORE-024,2025-07-09,7,295.72
ORD-000215,CUST-00425,PROD-0168,STORE-004,2025-03-21,8,309.74
ORD-000216,CUST-00034,PROD-0177,STORE-012,2025-05-24,4,224.46
ORD-000217,CUST-00372,PROD-0026,STORE-022,2025-05-01,6,274.5
ORD-000218,CUST-00368,PROD-0016,STORE-013,2025-11-27,5,98.95
ORD-000219,CUST-00466,PROD-0024,STORE-022,2025-03-04,4,322.63
ORD-000220,CUST-00022,PROD-0013,STORE-011,2025-11-02,4,494.46
ORD-000221,CUST-00211,PROD-0018,STORE-025,2025-10-17,4,295.25
ORD-000222,CUST-00337,PROD-0199,STORE-005,2025-04-30,1,142.24
ORD-000223,CUST-00134,PROD-0139,STORE-009,2025-03-16,3,59.4
ORD-000224,CUST-00135,PROD-0004,STORE-012,2025-01-14,4,296.47
ORD-000225,CUST-00179,PROD-0068,STORE-002,2025-01-09,3,372.14
ORD-000226,CUST-00117,PROD-0191,STORE-003,2025-09-27,8,226.89
ORD-000227,CUST-00526,PROD-0152,STORE-004,2025-07-05,8,254.39
ORD-000228,CUST-00045,PROD-0187,STORE-022,2025-11-11,5,231.72
ORD-000229,CUST-00063,PROD-0123,STORE-013,2025-01-16,7,344.61
ORD-000230,CUST-00730,PROD-0233,STORE-015,2025-09-09,2,450.13
ORD-000231,CUST-00623,PROD-0038,STORE-003,2025-06-14,3,141.12
ORD-000232,CUST-00600,PROD-0141,STORE-023,2025-11-21,6,193.54
ORD-000233,CUST-00544,PROD-0076,STORE-015,2025-11-02,7,54.08
ORD-000234,CUST-00118,PROD-0219,STORE-021,2025-12-26,4,217.87
ORD-000235,CUST-00424,PROD-0087,STORE-015,2025-04-27,7,210.9
ORD-000236,CUST-00321,PROD-0110,STORE-011,2025-02-18,5,190.27
ORD-000237,CUST-00704,PROD-0237,STORE-016,2025-03-20,2,50.15
ORD-000238,CUST-00096,PROD-0111,STORE-004,2025-02-13,6,406.82
ORD-000239,CUST-00062,PROD-0151,STORE-018,2025-10-12,6,336.65
ORD-000240,CUST-00363,PROD-0224,STORE-022,2025-07-30,7,434.7
ORD-000241,CUST-00295,PROD-0154,STORE-010,2025-01-27,6,56.27
ORD-000242,CUST-00218,PROD-0040,STORE-022,2025-09-17,8,115.99
ORD-000243,CUST-00359,PROD-0217,STORE-018,2025-02-25,6,61.86
ORD-000244,CUST-00588,PROD-0058,STORE-014,2025-05-23,1,306.44
ORD-000245,CUST-00711,PROD-0069,STORE-001,2025-12-03,3,140.26
ORD-000246,CUST-00348,PROD-0090,STORE-001,2025-06-08,3,435.57
ORD-000247,CUST-00674,PROD-0103,STORE-003,2025-10-17,3,371.77
ORD-000248,CUST-00094,PROD-0192,STORE-017,2025-01-16,4,191.21
ORD-000249,CUST-00350,PROD-0041,STORE-012,2025-08-21,5,362.18
ORD-000250,CUST-00611,PROD-0022,STORE-002,2025-10-18,3,82.91
ORD-000251,CUST-00051,PROD-0173,STORE-003,2025-11-13,5,224.33
ORD-000252,CUST-00498,PROD-0156,STORE-015,2025-08-06,7,140.21
ORD-000253,CUST-00117,PROD-0089,STORE-014,2025-09-20,2,145.2
ORD-000254,CUST-00608,PROD-0125,STORE-017,2025-12-14,5,27.47
ORD-000255,CUST-00614,PROD-0015,STORE-001,2025-07-22,4,154.19
ORD-000256,CUST-00141,PROD-0196,STORE-009,2025-04-19,5,167.41
ORD-000257,CUST-00510,PROD-0192,STORE-014,2025-01-04,3,68.94
ORD-000258,CUST-00721,PROD-0059,STORE-017,2025-09-30,6,40.67
ORD-000259,CUST-00447,PROD-0005,STORE-015,2025-01-22,2,431.73
ORD-000260,CUST-00440,PROD-0147,STORE-013,2025-10-22,7,148.3
ORD-000261,CUST-00022,PROD-0248,STORE-011,2025-07-27,3,401.64
ORD-000262,CUST-00472,PROD-0213,STORE-023,2025-11-13,6,48.61
ORD-000263,CUST-00250,PROD-0112,STORE-019,2025-02-24,7,264.35
ORD-000264,CUST-00318,PROD-0191,STORE-011,2025-07-22,4,169.86
ORD-000265,CUST-00079,PROD-0131,STORE-021,2025-03-28,2,267.64
ORD-000266,CUST-00358,PROD-0090,STORE-024,2025-04-10,3,121.94
ORD-000267,CUST-00263,PROD-0051,STORE-006,2025-03-16,3,381.3
ORD-000268,CUST-00078,PROD-0046,STORE-025,2025-12-02,8,234.65
ORD-000269,CUST-00594,PROD-0115,STORE-022,2025-10-16,6,432.79
ORD-000270,CUST-00324,PROD-0039,STORE-015,2025-11-18,2,237.11
ORD-000271,CUST-00311,PROD-0204,STORE-009,2025-11-20,1,179.2
ORD-000272,CUST-00318,PROD-0119,STORE-015,2025-02-07,1,33.15
ORD-000273,CUST-00079,PROD-0166,STORE-003,2025-05-27,7,234.03
ORD-000274,CUST-00043,PROD-0116,STORE-019,2025-10-11,4,164.15
ORD-000275,CUST-00514,PROD-0039,STORE-002,2025-09-01,8,56.22
ORD-000276,CUST-00732,PROD-0022,STORE-017,2025-06-25,3,24.37
ORD-000277,CUST-00449,PROD-0113,STORE-017,2025-12-29,3,185.12
ORD-000278,CUST-00397,PROD-0105,STORE-025,2025-05-25,6,341.04
ORD-000279,CUST-00647,PROD-0166,STORE-011,2025-01-27,2,168.19
ORD-000280,CUST-00695,PROD-0099,STORE-010,2025-10-13,5,363.24
ORD-000281,CUST-00618,PROD-0224,STORE-005,2025-12-03,6,45.33
ORD-000282,CUST-00145,PROD-0235,STORE-012,2025-12-06,5,484.0
ORD-000283,CUST-00679,PROD-0101,STORE-005,2025-12-24,2,158.23
ORD-000284,CUST-00659,PROD-0203,STORE-011,2025-07-12,3,336.7
ORD-000285,CUST-00540,PROD-0024,STORE-021,2025-12-17,7,256.69
ORD-000286,CUST-00372,PROD-0080,STORE-006,2025-01-10,4,174.15
ORD-000287,CUST-00197,PROD-0058,STORE-005,2025-09-06,3,43.19
ORD-000288,CUST-00520,PROD-0198,STORE-018,2025-02-21,1,332.64
ORD-000289,CUST-00135,PROD-0153,STORE-013,2025-11-13,3,85.3
ORD-000290,CUST-00640,PROD-0208,STORE-006,2025-12-21,8,26.62
ORD-000291,CUST-00693,PROD-0185,STORE-008,2025-07-06,8,307.23
ORD-000292,CUST-00240,PROD-0137,STORE-008,2025-08-18,5,482.96
ORD-000293,CUST-00199,PROD-0095,STORE-022,2025-08-29,8,233.52
ORD-000294,CUST-00392,PROD-0129,STORE-017,2025-05-25,7,483.29
ORD-000295,CUST-00620,PROD-0036,STORE-009,2025-04-13,1,322.37
ORD-000296,CUST-00568,PROD-0240,STORE-004,2025-07-10,2,146.1
ORD-000297,CUST-00280,PROD-0116,STORE-017,2025-03-24,3,416.36
ORD-000298,CUST-00228,PROD-0210,STORE-015,2025-02-16,6,465.57
ORD-000299,CUST-00055,PROD-0102,STORE-017,2025-08-01,6,121.7
ORD-000300,CUST-00384,PROD-0058,STORE-001,2025-02-11,6,465.75
ORD-000301,CUST-00344,PROD-0203,STORE-005,2025-11-29,3,23.95
ORD-000302,CUST-00713,PROD-0213,STORE-005,2025-08-30,8,227.05
ORD-000303,CUST-00082,PROD-0005,STORE-009,2025-01-03,4,418.3
ORD-000304,CUST-00745,PROD-0156,STORE-017,2025-10-08,7,60.03
ORD-000305,CUST-00244,PROD-0078,STORE-004,2025-05-28,1,123.02
ORD-000306,CUST-00638,PROD-0118,STORE-003,2025-11-24,2,419.15
ORD-000307,CUST-00612,PROD-0138,STORE-001,2025-09-13,4,360.67
ORD-000308,CUST-00440,PROD-0001,STORE-020,2025-05-30,6,124.07
ORD-000309,CUST-00192,PROD-0171,STORE-022,2025-08-02,2,264.11
ORD-000310,CUST-00070,PROD-0245,STORE-017,2025-07-04,1,198.26
ORD-000311,CUST-00045,PROD-0163,STORE-013,2025-08-29,6,130.55
ORD-000312,CUST-00366,PROD-0202,STORE-003,2025-01-09,6,124.35
ORD-000313,CUST-00644,PROD-0027,STORE-025,2025-12-03,6,71.03
ORD-000314,CUST-00560,PROD-0087,STORE-021,2025-06-30,3,416.03
ORD-000315,CUST-00476,PROD-0179,STORE-016,2025-12-17,3,406.68
ORD-000316,CUST-00734,PROD-0199,STORE-015,2025-02-02,1,150.24
ORD-000317,CUST-00205,PROD-0227,STORE-002,2025-01-23,6,467.01
ORD-000318,CUST-00408,PROD-0209,STORE-018,2025-09-21,8,130.38
ORD-000319,CUST-00196,PROD-0074,STORE-012,2025-11-28,1,433.56
ORD-000320,CUST-00280,PROD-0032,STORE-012,2025-06-19,7,445.29
ORD-000321,CUST-00396,PROD-0087,STORE-006,2025-08-14,8,347.56
ORD-000322,CUST-00532,PROD-0069,STORE-003,2025-07-08,7,44.06
ORD-000323,CUST-00185,PROD-0140,STORE-010,2025-11-05,6,55.78
ORD-000324,CUST-00677,PROD-0076,STORE-010,2025-06-17,8,303.29
ORD-000325,CUST-00171,PROD-0177,STORE-015,2025-08-07,6,226.32
ORD-000326,CUST-00630,PROD-0112,STORE-009,2025-06-30,1,42.14
ORD-000327,CUST-00416,PROD-0094,STORE-017,2025-11-23,3,476.62
ORD-000328,CUST-00623,PROD-0174,STORE-015,2025-03-15,1,67.47
ORD-000329,CUST-00661,PROD-0094,STORE-012,2025-05-01,7,474.98
ORD-000330,CUST-00620,PROD-0040,STORE-022,2025-01-17,8,474.66
ORD-000331,CUST-00455,PROD-0196,STORE-003,2025-07-10,3,267.07
ORD-000332,CUST-00322,PROD-0167,STORE-009,2025-07-23,4,480.45
ORD-000333,CUST-00191,PROD-0128,STORE-017,2025-01-14,7,457.19
ORD-000334,CUST-00269,PROD-0199,STORE-009,2025-03-02,8,111.2
ORD-000335,CUST-00293,PROD-0178,STORE-016,2025-11-10,4,65.7
ORD-000336,CUST-00463,PROD-0045,STORE-023,2025-02-07,8,498.63
ORD-000337,CUST-00328,PROD-0171,STORE-012,2025-12-16,2,277.24
ORD-000338,CUST-00308,PROD-0218,STORE-006,2025-05-29,3,397.87
ORD-000339,CUST-00230,PROD-0032,STORE-007,2025-09-18,3,122.17
ORD-000340,CUST-00027,PROD-0093,STORE-018,2025-09-10,6,236.36
ORD-000341,CUST-00133,PROD-0157,STORE-003,2025-10-10,2,158.09
ORD-000342,CUST-00539,PROD-0106,STORE-025,2025-09-03,7,412.54
ORD-000343,CUST-00129,PROD-0249,STORE-011,2025-02-07,2,227.73
ORD-000344,CUST-00530,PROD-0089,STORE-005,2025-12-15,3,385.04
ORD-000345,CUST-00444,PROD-0129,STORE-002,2025-03-08,2,261.45
ORD-000346,CUST-00169,PROD-0042,STORE-011,2025-06-05,4,176.27
ORD-000347,CUST-00291,PROD-0217,STORE-003,2025-09-23,5,102.16
ORD-000348,CUST-00282,PROD-0033,STORE-021,2025-10-10,5,309.13
