customer_id,customer_name,city
CUST-00139,Customer 00139,Austin
CUST-00140,Customer 00140,Miami
CUST-00141,Customer 00141,Seattle
CUST-00142,Customer 00142,Chicago
CUST-00143,Customer 00143,Seattle
CUST-00144,Customer 00144,Boston
CUST-00145,Customer 00145,Miami
CUST-00146,Customer 00146,Seattle
CUST-00147,Customer 00147,Atlanta
CUST-00148,Customer 00148,Denver
CUST-00149,Customer 00149,Chicago
CUST-00150,Customer 00150,New York
CUST-00151,Customer 00151,Chicago
CUST-00152,Customer 00152,Seattle
CUST-00153,Customer 00153,Seattle
CUST-00154,Customer 00154,Austin
CUST-00155,Customer 00155,Atlanta
CUST-00156,Customer 00156,New York
CUST-00157,Customer 00157,San Diego
CUST-00158,Customer 00158,Austin
CUST-00159,Customer 00159,Boston
CUST-00160,Customer 00160,New York
CUST-00161,Customer 00161,Miami
CUST-00162,Customer 00162,Denver
CUST-00163,Customer 00163,Austin
CUST-00164,Customer 00164,Denver
CUST-00165,Customer 00165,Atlanta
CUST-00166,Customer 00166,Boston
CUST-00167,Customer 00167,Boston
CUST-00168,Customer 00168,San Diego
CUST-00169,Customer 00169,Boston
CUST-00170,Customer 00170,Seattle
CUST-00171,Customer 00171,Chicago
CUST-00172,Customer 00172,Chicago
CUST-00173,Customer 00173,San Diego
CUST-00174,Customer 00174,Seattle
CUST-00175,Customer 00175,Chicago
CUST-00176,Customer 00176,Miami
CUST-00177,Customer 00177,Seattle
CUST-00178,Customer 00178,Atlanta
CUST-00179,Customer 00179,Phoenix
CUST-00180,Customer 00180,Denver
CUST-00181,Customer 00181,Seattle
CUST-00182,Customer 00182,Denver
CUST-00183,Customer 00183,Miami
CUST-00184,Customer 00184,Phoenix
CUST-00185,Customer 00185,New York
CUST-00186,Customer 00186,San Diego
CUST-00187,Customer 00187,Seattle
CUST-00188,Customer 00188,San Diego
CUST-00189,Customer 00189,Boston
CUST-00190,Customer 00190,Denver
CUST-00191,Customer 00191,Denver
CUST-00192,Customer 00192,Boston
CUST-00193,Customer 00193,New York
CUST-00194,Customer 00194,Austin
CUST-00195,Customer 00195,Atlanta
CUST-00196,Customer 00196,Seattle
CUST-00197,Customer 00197,Denver
CUST-00198,Customer 00198,Atlanta
CUST-00199,Customer 00199,Denver
CUST-00200,Customer 00200,Austin
CUST-00201,Customer 00201,Boston
CUST-00202,Customer 00202,Austin
CUST-00203,Customer 00203,Denver
CUST-00204,Customer 00204,Boston
CUST-00205,Customer 00205,Austin
CUST-00206,Customer 00206,New York
CUST-00207,Customer 00207,Boston
CUST-00208,Customer 00208,Seattle
CUST-00209,Customer 00209,Denver
CUST-00210,Customer 00210,Miami
CUST-00211,Customer 00211,San Diego
CUST-00212,Customer 00212,Denver
CUST-00213,Customer 00213,Seattle
CUST-00214,Customer 00214,Chicago
CUST-00215,Customer 00215,Atlanta
CUST-00216,Customer 00216,Atlanta
CUST-00217,Customer 00217,San Diego
CUST-00218,Customer 00218,Denver
CUST-00219,Customer 00219,San Diego
CUST-00220,Customer 00220,Phoenix
CUST-00221,Customer 00221,Denver
CUST-00222,Customer 00222,Boston
CUST-00223,Customer 00223,Boston
CUST-00224,Customer 00224,Phoenix
CUST-00225,Customer 00225,New York
CUST-00226,Customer 00226,Phoenix
CUST-00227,Customer 00227,Phoenix
CUST-00228,Customer 00228,San Diego
CUST-00229,Customer 00229,Austin
CUST-00230,Customer 00230,Boston
CUST-00231,Customer 00231,Austin
CUST-00232,Customer 00232,Phoenix
CUST-00233,Customer 00233,New York
CUST-00234,Customer 00234,Boston
CUST-00235,Customer 00235,Denver
CUST-00236,Customer 00236,Denver
CUST-00237,Customer 00237,Denver
CUST-00238,Customer 00238,Seattle
CUST-00239,Customer 00239,San Diego
CUST-00240,Customer 00240,Chicago
CUST-00241,Customer 00241,Phoenix
CUST-00242,Customer 00242,Chicago
CUST-00243,Customer 00243,Miami
CUST-00244,Customer 00244,San Diego
CUST-00245,Customer 00245,Denver
CUST-00246,Customer 00246,Boston
CUST-00247,Customer 00247,San Diego
CUST-00248,Customer 00248,Seattle
CUST-00249,Customer 00249,Boston
CUST-00250,Customer 00250,Austin
CUST-00251,Customer 00251,Seattle
CUST-00252,Customer 00252,Austin
CUST-00253,Customer 00253,Boston
CUST-00254,Customer 00254,Denver
CUST-00255,Customer 00255,Chicago
CUST-00256,Customer 00256,Phoenix
CUST-00257,Customer 00257,San Diego
CUST-00258,Customer 00258,San Diego
CUST-00259,Customer 00259,Denver
CUST-00260,Customer 00260,Phoenix
CUST-00261,Customer 00261,Austin
CUST-00262,Customer 00262,Chicago
CUST-00263,Customer 00263,Phoenix
CUST-00264,Customer 00264,Austin
CUST-00265,Customer 00265,Phoenix
CUST-00266,Customer 00266,Miami
CUST-00267,Customer 00267,San Diego
CUST-00268,Customer 00268,Miami
CUST-00269,Customer 00269,Phoenix
CUST-00270,Customer 00270,Seattle
CUST-00271,Customer 00271,San Diego
CUST-00272,Customer 00272,Chicago
CUST-00273,Customer 00273,Denver
CUST-00274,Customer 00274,Miami
CUST-00275,Customer 00275,Denver
CUST-00276,Customer 00276,Austin
CUST-00277,Customer 00277,Atlanta
CUST-00278,Customer 00278,Seattle
CUST-00279,Customer 00279,Austin
CUST-00280,Customer 00280,New York
CUST-00281,Customer 00281,Austin
CUST-00282,Customer 00282,Austin
CUST-00283,Customer 00283,Atlanta
CUST-00284,Customer 00284,San Diego
CUST-00285,Customer 00285,Seattle
CUST-00286,Customer 00286,Seattle
CUST-00287,Customer 00287,Chicago
CUST-00288,Customer 00288,Austin
CUST-00289,Customer 00289,Seattle
CUST-00290,Customer 00290,Boston
CUST-00291,Customer 00291,Chicago
CUST-00292,Customer 00292,Boston
CUST-00293,Customer 00293,Atlanta
CUST-00294,Customer 00294,Boston
CUST-00295,Customer 00295,Denver
CUST-00296,Customer 00296,Phoenix
CUST-00297,Customer 00297,Boston
CUST-00298,Customer 00298,Atlanta
CUST-00299,Customer 00299,Denver
CUST-00300,Customer 00300,Atlanta
CUST-00301,Customer 00301,Atlanta
CUST-00302,Customer 00302,Austin
CUST-00303,Customer 00303,Atlanta
CUST-00304,Customer 00304,Boston
CUST-00305,Customer 00305,Phoenix
CUST-00306,Customer 00306,Atlanta
CUST-00307,Customer 00307,Atlanta
CUST-00308,Customer 00308,Seattle
CUST-00309,Customer 00309,New York
CUST-00310,Customer 00310,Miami
CUST-00311,Customer 00311,Denver
CUST-00312,Customer 00312,New York
CUST-00313,Customer 00313,Denver
CUST-00314,Customer 00314,Miami
CUST-00315,Customer 00315,Phoenix
CUST-00316,Customer 00316,Chicago
CUST-00317,Customer 00317,Miami
CUST-00318,Customer 00318,San Diego
CUST-00319,Customer 00319,New York
CUST-00320,Customer 00320,Boston
CUST-00321,Customer 00321,Austin
CUST-00322,Customer 00322,San Diego
CUST-00323,Customer 00323,Atlanta
CUST-00324,Customer 00324,Atlanta
CUST-00325,Customer 00325,Boston
CUST-00326,Customer 00326,Boston
CUST-00327,Customer 00327,Seattle
CUST-00328,Customer 00328,Denver
CUST-00329,Customer 00329,Seattle
CUST-00330,Customer 00330,Miami
CUST-00331,Customer 00331,Chicago
CUST-00332,Customer 00332,New York
CUST-00333,Customer 00333,Boston
CUST-00334,Customer 00334,Denver
CUST-00335,Customer 00335,New York
CUST-00336,Customer 00336,Miami
CUST-00337,Customer 00337,Chicago
CUST-00338,Customer 00338,San Diego
CUST-00339,Customer 00339,Seattle
CUST-00340,Customer 00340,Miami
CUST-00341,Customer 00341,Atlanta
CUST-00342,Customer 00342,Seattle
CUST-00343,Customer 00343,Austin
CUST-00344,Customer 00344,Seattle
CUST-00345,Customer 00345,Miami
CUST-00346,Customer 00346,Boston
CUST-00347,Customer 00347,Chicago
CUST-00348,Customer 00348,Miami
CUST-00349,Customer 00349,Boston
CUST-00350,Customer 00350,Boston
CUST-00351,Customer 00351,Seattle
CUST-00352,Customer 00352,Chicago
CUST-00353,Customer 00353,Miami
CUST-00354,Customer 00354,Miami
CUST-00355,Customer 00355,Atlanta
CUST-00356,Customer 00356,Denver
CUST-00357,Customer 00357,New York
CUST-00358,Customer 00358,Denver
CUST-00359,Customer 00359,Miami
CUST-00360,Customer 00360,Seattle
CUST-00361,Customer 00361,San Diego
CUST-00362,Customer 00362,Miami
CUST-00363,Customer 00363,Austin
CUST-00364,Customer 00364,Boston
CUST-00365,Customer 00365,Phoenix
CUST-00366,Customer 00366,Miami
CUST-00367,Customer 00367,Austin
CUST-00368,Customer 00368,Austin
CUST-00369,Customer 00369,New York
CUST-00370,Customer 00370,Chicago
CUST-00371,Customer 00371,Miami
CUST-00372,Customer 00372,Chicago
CUST-00373,Customer 00373,San Diego
CUST-00374,Customer 00374,Seattle
CUST-00375,Customer 00375,Phoenix
CUST-00376,Customer 00376,Seattle
CUST-00377,Customer 00377,Austin
CUST-00378,Customer 00378,Boston
CUST-00379,Customer 00379,Boston
CUST-00380,Customer 00380,Chicago
CUST-00381,Customer 00381,Seattle
CUST-00382,Customer 00382,Austin
CUST-00383,Customer 00383,New York
CUST-00384,Customer 00384,Atlanta
CUST-00385,Customer 00385,Seattle
CUST-00386,Customer 00386,Chicago
CUST-00387,Customer 00387,Phoenix
CUST-00388,Customer 00388,Chicago
CUST-00389,Customer 00389,Austin
CUST-00390,Customer 00390,Miami
CUST-00391,Customer 00391,New York
CUST-00392,Customer 00392,Austin
CUST-00393,Customer 00393,New York
CUST-00394,Customer 00394,Denver
CUST-00395,Customer 00395,Denver
CUST-00396,Customer 00396,Boston
CUST-00397,Customer 00397,New York
CUST-00398,Customer 00398,Seattle
CUST-00399,Customer 00399,Phoenix
CUST-00400,Customer 00400,Atlanta
CUST-00401,Customer 00401,Chicago
CUST-00402,Customer 00402,Denver
CUST-00403,Customer 00403,Chicago
CUST-00404,Customer 00404,Chicago
CUST-00405,Customer 00405,Phoenix
CUST-00406,Customer 00406,Austin
CUST-00407,Customer 00407,Chicago
CUST-00408,Customer 00408,New York
CUST-00409,Customer 00409,Phoenix
CUST-00410,Customer 00410,Denver
CUST-00411,Customer 00411,Miami
CUST-00412,Customer 00412,Chicago
CUST-00413,Customer 00413,Boston
CUST-00414,Customer 00414,Phoenix
CUST-00415,Customer 00415,Austin
CUST-00416,Customer 00416,San Diego
CUST-00417,Customer 00417,Denver
CUST-00418,Customer 00418,Denver
CUST-00419,Customer 00419,San Diego
CUST-00420,Customer 00420,New York
CUST-00421,Customer 00421,Miami
CUST-00422,Customer 00422,Denver
CUST-00423,Customer 00423,Denver
CUST-00424,Customer 00424,Austin
CUST-00425,Customer 00425,Denver
CUST-00426,Customer 00426,Phoenix
CUST-00427,Customer 00427,New York
CUST-00428,Customer 00428,Miami
CUST-00429,Customer 00429,Boston
CUST-00430,Customer 00430,Miami
CUST-00431,Customer 00431,New York
CUST-00432,Customer 00432,Seattle
CUST-00433,Customer 00433,Phoenix
CUST-00434,Customer 00434,Seattle
CUST-00435,Customer 00435,New York
CUST-00436,Customer 00436,Austin
CUST-00437,Customer 00437,Boston
CUST-00438,Customer 00438,Miami
CUST-00439,Customer 00439,Chicago
CUST-00440,Customer 00440,Atlanta
CUST-00441,Customer 00441,Miami
CUST-00442,Customer 00442,Austin
CUST-00443,Customer 00443,Boston
CUST-00444,Customer 00444,Atlanta
CUST-00445,Customer 00445,Phoenix
CUST-00446,Customer 00446,New York
CUST-00447,Customer 00447,New York
CUST-00448,Customer 00448,Phoenix
CUST-00449,Customer 00449,Atlanta
CUST-00450,Customer 00450,Seattle
CUST-00451,Customer 00451,Boston
CUST-00452,Customer 00452,Phoenix
CUST-00453,Customer 00453,Atlanta
CUST-00454,Customer 00454,Denver
CUST-00455,Customer 00455,Miami
CUST-00456,Customer 00456,Austin
CUST-00457,Customer 00457,Phoenix
CUST-00458,Customer 00458,Austin
CUST-00459,Customer 00459,Seattle
CUST-00460,Customer 00460,Seattle
CUST-00461,Customer 00461,Denver
CUST-00462,Customer 00462,New York
CUST-00463,Customer 00463,Phoenix
CUST-00464,Customer 00464,Boston
CUST-00465,Customer 00465,New York
CUST-00466,Customer 00466,Atlanta
CUST-00467,Customer 00467,New York
CUST-00468,Customer 00468,Boston
CUST-00469,Customer 00469,Miami
CUST-00470,Customer 00470,Seattle
CUST-00471,Customer 00471,Miami
CUST-00472,Customer 00472,Phoenix
CUST-00473,Customer 00473,New York
CUST-00474,Customer 00474,Phoenix
CUST-00475,Customer 00475,Miami
CUST-00476,Customer 00476,Seattle
CUST-00477,Customer 00477,Chicago
CUST-00478,Customer 00478,Denver
CUST-00479,Customer 00479,Phoenix
CUST-00480,Customer 00480,Phoenix
CUST-00481,Customer 00481,Chicago
CUST-00482,Customer 00482,Atlanta
CUST-00483,Customer 00483,Atlanta
CUST-00484,Customer 00484,Miami
CUST-00485,Customer 00485,Phoenix
CUST-00486,Customer 00486,Seattle
CUST-00487,Customer 00487,Austin
CUST-00488,Customer 00488,Miami
CUST-00489,Customer 00489,Miami
CUST-00490,Customer 00490,Denver
CUST-00491,Customer 00491,Phoenix
CUST-00492,Customer 00492,Atlanta
CUST-00493,Customer 00493,Atlanta
CUST-00494,Customer 00494,New York
CUST-00495,Customer 00495,San Diego
CUST-00496,Customer 00496,San Diego
CUST-00497,Customer 00497,San Diego
CUST-00498,Customer 00498,Denver
CUST-00499,Customer 00499,Seattle
CUST-00500,Customer 00500,San Diego
CUST-00501,Customer 00501,Chicago
CUST-00502,Customer 00502,Boston
CUST-00503,Customer 00503,Miami
CUST-00504,Customer 00504,Seattle
CUST-00505,Customer 00505,Atlanta
CUST-00506,Customer 00506,New York
CUST-00507,Customer 00507,Boston
CUST-00508,Customer 00508,Denver
CUST-00509,Customer 00509,Miami
CUST-00510,Customer 00510,Denver
CUST-00511,Customer 00511,Denver
CUST-00512,Customer 00512,Chicago
CUST-00513,Customer 00513,Austin
CUST-00514,Customer 00514,Austin
CUST-00515,Customer 00515,Denver
CUST-00516,Customer 00516,San Diego
CUST-00517,Customer 00517,Atlanta
CUST-00518,Customer 00518,Boston
CUST-00519,Customer 00519,San Diego
CUST-00520,Customer 00520,Phoenix
CUST-00521,Customer 00521,Atlanta
CUST-00522,Customer 00522,Denver
CUST-00523,Customer 00523,Phoenix
CUST-00524,Customer 00524,San Diego
CUST-00525,Customer 00525,Phoenix
CUST-00526,Customer 00526,Denver
CUST-00527,Customer 00527,Chicago
CUST-00528,Customer 00528,Austin
CUST-00529,Customer 00529,Boston
CUST-00530,Customer 00530,Phoenix
CUST-00531,Customer 00531,Denver
CUST-00532,Customer 00532,Chicago
CUST-00533,Customer 00533,Seattle
CUST-00534,Customer 00534,San Diego
CUST-00535,Customer 00535,Austin
CUST-00536,Customer 00536,Seattle
CUST-00537,Customer 00537,Denver
CUST-00538,Customer 00538,Boston
CUST-00539,Customer 00539,San Diego
CUST-00540,Customer 00540,Chicago
CUST-00541,Customer 00541,San Diego
CUST-00542,Customer 00542,Seattle
CUST-00543,Customer 00543,Seattle
CUST-00544,Customer 00544,Atlanta
CUST-00545,Customer 00545,New York
CUST-00546,Customer 00546,San Diego
CUST-00547,Customer 00547,Atlanta
CUST-00548,Customer 00548,Seattle
CUST-00549,Customer 00549,Phoenix
CUST-00550,Customer 00550,Seattle
CUST-00551,Customer 00551,San Diego
CUST-00552,Customer 00552,Chicago
CUST-00553,Customer 00553,San Diego
CUST-00554,Customer 00554,San Diego
CUST-00555,Customer 00555,Miami
CUST-00556,Customer 00556,Denver
CUST-00557,Customer 00557,Miami
CUST-00558,Customer 00558,Seattle
CUST-00559,Customer 00559,San Diego
CUST-00560,Customer 00560,Denver
CUST-00561,Customer 00561,Miami
CUST-00562,Customer 00562,San Diego
CUST-00563,Customer 00563,Boston
CUST-00564,Customer 00564,Miami
CUST-00565,Customer 00565,Denver
CUST-00566,Customer 00566,Miami
CUST-00567,Customer 00567,New York
CUST-00568,Customer 00568,New York
CUST-00569,Customer 00569,Seattle
CUST-00570,Customer 00570,Boston
CUST-00571,Customer 00571,Chicago
CUST-00572,Customer 00572,Chicago
CUST-00573,Customer 00573,Denver
CUST-00574,Customer 00574,Phoenix
CUST-00575,Customer 00575,Chicago
CUST-00576,Customer 00576,Denver
CUST-00577,Customer 00577,Boston
CUST-00578,Customer 00578,Phoenix
CUST-00579,Customer 00579,Phoenix
CUST-00580,Customer 00580,New York
CUST-00581,Customer 00581,Seattle
CUST-00582,Customer 00582,San Diego
CUST-00583,Customer 00583,Phoenix
CUST-00584,Customer 00584,Austin
CUST-00585,Customer 00585,Denver
CUST-00586,Customer 00586,Phoenix
CUST-00587,Customer 00587,Phoenix
CUST-00588,Customer 00588,Atlanta
CUST-00589,Customer 00589,Austin
CUST-00590,Customer 00590,Atlanta
CUST-00591,Customer 00591,Phoenix
CUST-00592,Customer 00592,San Diego
CUST-00593,Customer 00593,Austin
CUST-00594,Customer 00594,New York
CUST-00595,Customer 00595,Miami
CUST-00596,Customer 00596,Phoenix
CUST-00597,Customer 00597,Phoenix
CUST-00598,Customer 00598,Seattle
CUST-00599,Customer 00599,Seattle
CUST-00600,Customer 00600,Atlanta
CUST-00601,Customer 00601,Denver
CUST-00602,Customer 00602,San Diego
CUST-00603,Customer 00603,Denver
CUST-00604,Customer 00604,Miami
CUST-00605,Customer 00605,Phoenix
CUST-00606,Customer 00606,San Diego
CUST-00607,Customer 00607,Austin
CUST-00608,Customer 00608,Phoenix
CUST-00609,Customer 00609,New York
CUST-00610,Customer 00610,Phoenix
CUST-00611,Customer 00611,Chicago
CUST-00612,Customer 00612,San Diego
CUST-00613,Customer 00613,Chicago
CUST-00614,Customer 00614,Atlanta
CUST-00615,Customer 00615,Seattle
CUST-00616,Customer 00616,Austin
CUST-00617,Customer 00617,Phoenix
CUST-00618,Customer 00618,Atlanta
CUST-00619,Customer 00619,Atlanta
CUST-00620,Customer 00620,Austin
CUST-00621,Customer 00621,Boston
CUST-00622,Customer 00622,Phoenix
CUST-00623,Customer 00623,Chicago
CUST-00624,Customer 00624,San Diego
CUST-00625,Customer 00625,Chicago
CUST-00626,Customer 00626,Austin
CUST-00627,Customer 00627,Miami
CUST-00628,Customer 00628,Phoenix
CUST-00629,Customer 00629,New York
CUST-00630,Customer 00630,Denver
CUST-00631,Customer 00631,San Diego
CUST-00632,Customer 00632,New York
CUST-00633,Customer 00633,New York
CUST-00634,Customer 00634,Phoenix
CUST-00635,Customer 00635,Miami
CUST-00636,Customer 00636,Phoenix
CUST-00637,Customer 00637,Miami
CUST-00638,Customer 00638,Boston
CUST-00639,Customer 00639,San Diego
CUST-00640,Customer 00640,Austin
CUST-00641,Customer 00641,Seattle
CUST-00642,Customer 00642,Austin
CUST-00643,Customer 00643,New York
CUST-00644,Customer 00644,Denver
CUST-00645,Customer 00645,Boston
CUST-00646,Customer 00646,Austin
CUST-00647,Customer 00647,Austin
CUST-00648,Customer 00648,Denver
CUST-00649,Customer 00649,Denver
CUST-00650,Customer 00650,Austin
CUST-00651,Customer 00651,Atlanta
CUST-00652,Customer 00652,Chicago
CUST-00653,Customer 00653,Denver
CUST-00654,Customer 00654,Chicago
CUST-00655,Customer 00655,San Diego
CUST-00656,Customer 00656,Boston
CUST-00657,Customer 00657,Atlanta
CUST-00658,Customer 00658,Denver
CUST-00659,Customer 00659,San Diego
CUST-00660,Customer 00660,Miami
CUST-00661,Customer 00661,New York
CUST-00662,Customer 00662,Chicago
CUST-00663,Customer 00663,Atlanta
CUST-00664,Customer 00664,Atlanta
CUST-00665,Customer 00665,Boston
CUST-00666,Customer 00666,Chicago
CUST-00667,Customer 00667,Miami
CUST-00668,Customer 00668,Boston
CUST-00669,Customer 00669,Atlanta
CUST-00670,Customer 00670,Austin
CUST-00671,Customer 00671,Miami
CUST-00672,Customer 00672,Atlanta
CUST-00673,Customer 00673,Phoenix
CUST-00674,Customer 00674,Phoenix
CUST-00675,Customer 00675,Denver
CUST-00676,Customer 00676,Boston
CUST-00677,Customer 00677,Atlanta
CUST-00678,Customer 00678,Denver
CUST-00679,Customer 00679,Boston
CUST-00680,Customer 00680,Miami
CUST-00681,Customer 00681,Atlanta
CUST-00682,Customer 00682,Boston
CUST-00683,Customer 00683,Atlanta
CUST-00684,Customer 00684,Austin
CUST-00685,Customer 00685,New York
CUST-00686,Customer 00686,Seattle
CUST-00687,Customer 00687,Phoenix
CUST-00688,Customer 00688,New York
CUST-00689,Customer 00689,Boston
CUST-00690,Customer 00690,Seattle
CUST-00691,Customer 00691,New York
CUST-00692,Customer 00692,Austin
CUST-00693,Customer 00693,Phoenix
CUST-00694,Customer 00694,San Diego
CUST-00695,Customer 00695,Boston
CUST-00696,Customer 00696,Phoenix
CUST-00697,Customer 00697,New York
CUST-00698,Customer 00698,San Diego
CUST-00699,Customer 00699,Chicago
CUST-00700,Customer 00700,Phoenix
CUST-00701,Customer 00701,Chicago
CUST-00702,Customer 00702,Seattle
CUST-00703,Customer 00703,Miami
CUST-00704,Customer 00704,Atlanta
CUST-00705,Customer 00705,Seattle
CUST-00706,Customer 00706,San Diego
CUST-00707,Customer 00707,San Diego
CUST-00708,Customer 00708,Phoenix
CUST-00709,Customer 00709,Atlanta
CUST-00710,Customer 00710,Miami
CUST-00711,Customer 00711,New York
CUST-00712,Customer 00712,Denver
CUST-00713,Customer 00713,Boston
CUST-00714,Customer 00714,Miami
CUST-00715,Customer 00715,San Diego
CUST-00716,Customer 00716,Denver
CUST-00717,Customer 00717,San Diego
CUST-00718,Customer 00718,Atlanta
CUST-00719,Customer 00719,Atlanta
CUST-00720,Customer 00720,Phoenix
CUST-00721,Customer 00721,New York
CUST-00722,Customer 00722,Austin
CUST-00723,Customer 00723,San Diego
CUST-00724,Customer 00724,New York
CUST-00725,Customer 00725,Chicago
CUST-00726,Customer 00726,San Diego
CUST-00727,Customer 00727,Denver
CUST-00728,Customer 00728,New York
CUST-00729,Customer 00729,Miami
CUST-00730,Customer 00730,New York
CUST-00731,Customer 00731,Miami
CUST-00732,Customer 00732,Atlanta
CUST-00733,Customer 00733,Miami
CUST-00734,Customer 00734,Seattle
CUST-00735,Customer 00735,Austin
CUST-00736,Customer 00736,Seattle
CUST-00737,Customer 00737,Denver
CUST-00738,Customer 00738,Boston
CUST-00739,Customer 00739,Denver
CUST-00740,Customer 00740,Phoenix
CUST-00741,Customer 00741,San Diego
CUST-00742,Customer 00742,Seattle
CUST-00743,Customer 00743,Denver
CUST-00744,Customer 00744,San Diego
CUST-00745,Customer 00745,San Diego
CUST-00746,Customer 00746,San Diego
CUST-00747,Customer 00747,Austin
CUST-00748,Customer 00748,Boston
CUST-00749,Customer 00749,Miami
CUST-00750,Customer 00750,Denver
